ecosystem,packageName,name,displayName,description,recipeCount,category1,category2,category1Description,category2Description,options,dataTables
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ReorderMethodArguments,Reorder method arguments,Reorder method arguments into the specified order.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""com.yourorg.A foo(String, Integer, Integer)"",""required"":true},{""name"":""newParameterNames"",""type"":""String[]"",""displayName"":""New parameter names"",""description"":""An array of parameter names that indicates the new order in which those arguments should be arranged."",""example"":""[foo, bar, baz]"",""required"":true},{""name"":""oldParameterNames"",""type"":""String[]"",""displayName"":""Old parameter names"",""description"":""If the original method signature is not type-attributed, this is an optional list that indicates the original order in which the arguments were arranged."",""example"":""[baz, bar, foo]""},{""name"":""ignoreDefinition"",""type"":""Boolean"",""displayName"":""Ignore type definition"",""description"":""When set to `true` the definition of the old type will be left untouched. This is useful when you're replacing usage of a class but don't want to rename it.""},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ReplaceAnnotation,Replace annotation,Replace an Annotation with another one if the annotation pattern matches. Only fixed parameters can be set in the replacement.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""annotationPatternToReplace"",""type"":""String"",""displayName"":""Annotation to replace"",""description"":""An annotation matcher, expressed as a method pattern to replace."",""example"":""@org.jetbrains.annotations.NotNull(\""Test\"")"",""required"":true},{""name"":""annotationTemplateToInsert"",""type"":""String"",""displayName"":""Annotation template to insert"",""description"":""An annotation template to add instead of original one, will be parsed with `JavaTemplate`."",""example"":""@org.jetbrains.annotations.NotNull(\""Null not permitted\"")"",""required"":true},{""name"":""classpathResourceName"",""type"":""String"",""displayName"":""Classpath resource"",""description"":""If the annotation's type is defined by a jar within the META-INF/rewrite/classpath directory provide its name here so that it can be loaded. When this parameter is not passed the runtime classpath of the recipe is provided to the parser producing the new annotation. This is necessary when the annotation is not on the runtime classpath of the recipe and isn't in the Java standard library."",""example"":""annotations""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ReplaceConstant,Replace constant with literal value,Replace a named constant with a literal value when you wish to remove the old constant. A `String` literal must include escaped quotes.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""owningType"",""type"":""String"",""displayName"":""Owning type of the constant"",""description"":""The target type in which the constant to be replaced is defined."",""example"":""com.google.common.base.Charsets"",""required"":true},{""name"":""constantName"",""type"":""String"",""displayName"":""Constant name"",""description"":""The name of the constant field to replace."",""example"":""UTF_8"",""required"":true},{""name"":""literalValue"",""type"":""String"",""displayName"":""Literal value"",""description"":""The literal value to replace."",""example"":""UTF_8"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ReplaceConstantWithAnotherConstant,Replace constant with another constant,"Replace a constant with another constant, adding/removing import on class if needed.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""existingFullyQualifiedConstantName"",""type"":""String"",""displayName"":""Fully qualified name of the constant to replace"",""example"":""org.springframework.http.MediaType.APPLICATION_JSON_VALUE"",""required"":true},{""name"":""fullyQualifiedConstantName"",""type"":""String"",""displayName"":""Fully qualified name of the constant to use in place of existing constant"",""example"":""org.springframework.http.MediaType.APPLICATION_JSON_VALUE"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ReplaceMethodInvocationWithConstant,Replace method invocation with constant,Replace all method invocations matching the method pattern with the specified constant.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A pattern to match method invocations to replace. A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.lang.StringBuilder append(java.lang.String)"",""required"":true},{""name"":""replacement"",""type"":""String"",""displayName"":""Replacement"",""description"":""The constant to replace the method invocation with."",""example"":""null"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ReplaceStringLiteralValue,Replace `String` literal,Replace the value of a complete `String` literal.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""oldLiteralValue"",""type"":""String"",""displayName"":""Old literal `String` value"",""description"":""The `String` value to replace."",""example"":""apple"",""required"":true},{""name"":""newLiteralValue"",""type"":""String"",""displayName"":""New literal `String` value"",""description"":""The `String` value to replace with."",""example"":""orange"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ReplaceStringLiteralWithConstant,Replace String literal with constant,"Replace String literal with constant, adding import on class if needed.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""literalValue"",""type"":""String"",""displayName"":""String literal value to replace"",""description"":""The literal that is to be replaced. If not configured, the value of the specified constant will be used by default."",""example"":""application/json""},{""name"":""fullyQualifiedConstantName"",""type"":""String"",""displayName"":""Fully qualified name of the constant to use in place of String literal"",""example"":""org.springframework.http.MediaType.APPLICATION_JSON_VALUE"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ShortenFullyQualifiedTypeReferences,Add imports for fully qualified references to types,"Any fully qualified references to Java types will be replaced with corresponding simple names and import statements, provided that it doesn't result in any conflicts with other imports or types declared in the local compilation unit.",1,,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.SimplifyMethodChain,Simplify a call chain,Simplify `a.b().c()` to `a.d()`.,1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPatternChain"",""type"":""List"",""displayName"":""Method pattern chain"",""description"":""A list of method patterns that are called in sequence"",""example"":""['java.util.Map keySet()', 'java.util.Set contains(..)']"",""required"":true},{""name"":""newMethodName"",""type"":""String"",""displayName"":""New method name"",""description"":""The method name that will replace the existing name. The new method name target is assumed to have the same arguments as the last method in the chain."",""example"":""containsKey"",""required"":true},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern."",""example"":""false""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.SimplifySingleElementAnnotation,Simplify single-element annotation,"This recipe will remove the attribute `value` on single-element annotations. According to JLS, a _single-element annotation_, is a shorthand designed for use with single-element annotation types.",1,,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.UpdateSourcePositions,Update source positions,Calculate start position and length for every LST element.,1,,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.UseStaticImport,Use static import,"Removes unnecessary receiver types from static method invocations. For example, `Collections.emptyList()` becomes `emptyList()`.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.util.Collections emptyList()"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.CreateEmptyJavaClass,Create Java class,"Create a new, empty Java class.",1,,Java,,Basic building blocks for transforming Java code.,"[{""name"":""sourceRoot"",""type"":""String"",""displayName"":""Source root"",""description"":""The source root of the new class file."",""example"":""src/main/java"",""required"":true},{""name"":""packageName"",""type"":""String"",""displayName"":""Package name"",""description"":""The package of the new class."",""example"":""org.openrewrite.example"",""required"":true},{""name"":""modifier"",""type"":""String"",""displayName"":""Modifier"",""description"":""The class modifier."",""example"":""public"",""valid"":[""public"",""private"",""protected"",""package-private""],""required"":true},{""name"":""className"",""type"":""String"",""displayName"":""Class name"",""description"":""File path of new file."",""example"":""ExampleClass"",""required"":true},{""name"":""overwriteExisting"",""type"":""Boolean"",""displayName"":""Overwrite existing file"",""description"":""If there is an existing file, should it be overwritten.""},{""name"":""relativePath"",""type"":""String"",""displayName"":""Relative directory path"",""description"":""Directory path of new class."",""example"":""foo/bar""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.AddApache2LicenseHeader,Add ASLv2 license header,Adds the Apache Software License Version 2.0 to Java source files which are missing a license header.,3,,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ai.ClassDefinitionLength,Calculate token length of classes,Locates class definitions and predicts the number of token in each.,1,Ai,Java,,Basic building blocks for transforming Java code.,,"[{""name"":""org.openrewrite.java.table.TokenCount"",""displayName"":""Token count"",""description"":""The number of tokens from a code snippet"",""columns"":[{""name"":""codeSnippet"",""type"":""String"",""displayName"":""Name of Class or Method"",""description"":""The name of the class or method.""},{""name"":""tokens"",""type"":""int"",""displayName"":""Tokens"",""description"":""The number of tokens estimated in the code snippet.""}]}]"
maven,org.openrewrite:rewrite-java,org.openrewrite.java.ai.MethodDefinitionLength,Calculate token length of method definitions,Locates method definitions and predicts the number of token in each.,1,Ai,Java,,Basic building blocks for transforming Java code.,,"[{""name"":""org.openrewrite.java.table.TokenCount"",""displayName"":""Token count"",""description"":""The number of tokens from a code snippet"",""columns"":[{""name"":""codeSnippet"",""type"":""String"",""displayName"":""Name of Class or Method"",""description"":""The name of the class or method.""},{""name"":""tokens"",""type"":""int"",""displayName"":""Tokens"",""description"":""The number of tokens estimated in the code snippet.""}]}]"
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.AutoFormat,Format Java code,Format Java code using a standard comprehensive set of Java formatting recipes.,1,Format,Java,,Basic building blocks for transforming Java code.,"[{""name"":""style"",""type"":""String"",""displayName"":""Style YAML"",""description"":""An OpenRewrite [style](https://docs.openrewrite.org/concepts-and-explanations/styles) formatted in YAML."",""example"":""type: specs.openrewrite.org/v1beta/style\nname: com.yourorg.YesTabsNoStarImports\nstyleConfigs:\n  - org.openrewrite.java.style.TabsAndIndentsStyle:\n      useTabCharacter: true""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.BlankLines,Blank lines,Add and/or remove blank lines.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.EmptyNewlineAtEndOfFile,End files with a single newline,Some tools work better when files end with an empty line.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.MethodParamPad,Method parameter padding,"Fixes whitespace padding between the identifier of a method definition or method invocation and the left parenthesis of the parameter list. For example, when configured to remove spacing, `someMethodInvocation (x);` becomes `someMethodInvocation(x)`.",1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.NoWhitespaceAfter,No whitespace after,"Removes unnecessary whitespace appearing after a token. A linebreak after a token is allowed unless `allowLineBreaks` is set to `false`, in which case it will be removed.",1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.NoWhitespaceBefore,No whitespace before,Removes unnecessary whitespace preceding a token. A linebreak before a token will be removed unless `allowLineBreaks` is set to `true`.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.NormalizeFormat,Normalize format,Move whitespace to the outermost LST element possible.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.NormalizeLineBreaks,Normalize line breaks,Consistently use either Windows style (CRLF) or Linux style (LF) line breaks. If no `GeneralFormatStyle` is specified this will use whichever style of line endings are more common.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.NormalizeTabsOrSpaces,Normalize to tabs or spaces,Consistently use either tabs or spaces in indentation.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.PadEmptyForLoopComponents,Pad empty `for` loop components,Fixes padding on empty `for` loop iterators and initializers to match Checkstyle policies.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.RemoveTrailingWhitespace,Remove trailing whitespace,Remove any extra trailing whitespace from the end of each line.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.SingleLineComments,Single line comments begin with a whitespace,Write `// hi` instead of `//hi`.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.Spaces,Spaces,Format whitespace in Java code.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.TabsAndIndents,Tabs and indents,Format tabs and indents in Java code.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.TypecastParenPad,Typecast parentheses padding,"Fixes whitespace padding between a typecast type identifier and the enclosing left and right parenthesis. For example, when configured to remove spacing, `( int ) 0L;` becomes `(int) 0L;`.",1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.format.WrappingAndBraces,Wrapping and braces,Format line wraps and braces in Java code.,1,Format,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.DoesNotUseType,Check whether a type is **not** in use,Useful as a precondition to skip over compilation units using the argument type.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""fullyQualifiedTypeName"",""type"":""String"",""displayName"":""Fully-qualified type name"",""description"":""A fully-qualified type name, that is used to find matching type references. Supports glob expressions. `java..*` finds every type from every subpackage of the `java` package."",""example"":""java.util.List"",""required"":true},{""name"":""includeImplicit"",""type"":""Boolean"",""displayName"":""Include implicit type references"",""description"":""Whether to include implicit type references, such as those in method signatures.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindAnnotations,Find annotations,Find all annotations matching the annotation pattern.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""annotationPattern"",""type"":""String"",""displayName"":""Annotation pattern"",""description"":""An annotation pattern, expressed as a method pattern."",""example"":""@java.lang.SuppressWarnings(\""deprecation\"")"",""required"":true},{""name"":""matchMetaAnnotations"",""type"":""Boolean"",""displayName"":""Match on meta annotations"",""description"":""When enabled, matches on meta annotations of the annotation pattern.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindClassHierarchy,Find class hierarchy,"Discovers all class declarations within a project, recording which files they appear in, their superclasses, and interfaces. That information is then recorded in a data table.",1,Search,Java,,Basic building blocks for transforming Java code.,,"[{""name"":""org.openrewrite.java.table.ClassHierarchy"",""displayName"":""Class hierarchy"",""description"":""Record the classes"",""columns"":[{""name"":""sourcePath"",""type"":""String"",""displayName"":""Source Path"",""description"":""The path to the source file which declares the subclass.""},{""name"":""className"",""type"":""String"",""displayName"":""Class name"",""description"":""The class or interface which extends or implements another class or interface.""},{""name"":""superclass"",""type"":""String"",""displayName"":""Superclass"",""description"":""The class extended by the subclass.""},{""name"":""interfaces"",""type"":""String"",""displayName"":""Interfaces"",""description"":""Comma-separated list of interfaces implemented by the class.""}]}]"
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindComments,Find within comments and literals,"Find regular expression matches within comments and literals. ""Literals"" includes string literals, character literals, and numeric literals.",1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""patterns"",""type"":""List"",""displayName"":""Text patterns"",""description"":""A list of regular expressions to search for."",""example"":""-----BEGIN RSA PRIVATE KEY-----"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindCompileErrors,Find compile errors,Compile errors result in a particular LST structure that can be searched for.,1,Search,Java,,Basic building blocks for transforming Java code.,,"[{""name"":""org.openrewrite.java.table.CompileErrors"",""displayName"":""Compile errors"",""description"":""The source code of compile errors."",""columns"":[{""name"":""sourceFile"",""type"":""String"",""displayName"":""Source file"",""description"":""The source file that the method call occurred in.""},{""name"":""code"",""type"":""String"",""displayName"":""Source"",""description"":""The source code of the type use.""}]}]"
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindDeprecatedClasses,Find uses of deprecated classes,"Find uses of deprecated classes, optionally ignoring those classes that are inside deprecated scopes.",1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""typePattern"",""type"":""String"",""displayName"":""Type pattern"",""description"":""A type pattern that is used to find matching classes."",""example"":""org.springframework..*""},{""name"":""matchInherited"",""type"":""Boolean"",""displayName"":""Match inherited"",""description"":""When enabled, find types that inherit from a deprecated type.""},{""name"":""ignoreDeprecatedScopes"",""type"":""Boolean"",""displayName"":""Ignore deprecated scopes"",""description"":""When a deprecated type is used in a deprecated method or class, ignore it.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindDeprecatedFields,Find uses of deprecated fields,Find uses of deprecated fields in any API.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""typePattern"",""type"":""String"",""displayName"":""Type pattern"",""description"":""A type pattern that is used to find matching field uses."",""example"":""org.springframework..*""},{""name"":""matchInherited"",""type"":""Boolean"",""displayName"":""Match inherited"",""description"":""When enabled, find types that inherit from a deprecated type.""},{""name"":""ignoreDeprecatedScopes"",""type"":""Boolean"",""displayName"":""Ignore deprecated scopes"",""description"":""When a deprecated method is used in a deprecated method or class, ignore it.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindDeprecatedMethods,Find uses of deprecated methods,Find uses of deprecated methods in any API.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.util.List add(..)""},{""name"":""ignoreDeprecatedScopes"",""type"":""Boolean"",""displayName"":""Ignore deprecated scopes"",""description"":""When set to `true` deprecated methods used within deprecated methods or classes will be ignored.""}]","[{""name"":""org.openrewrite.java.table.MethodCalls"",""displayName"":""Method calls"",""description"":""The text of matching method invocations."",""columns"":[{""name"":""sourceFile"",""type"":""String"",""displayName"":""Source file"",""description"":""The source file that the method call occurred in.""},{""name"":""method"",""type"":""String"",""displayName"":""Method call"",""description"":""The text of the method call.""},{""name"":""className"",""type"":""String"",""displayName"":""Class name"",""description"":""The class name of the method call.""},{""name"":""methodName"",""type"":""String"",""displayName"":""Method name"",""description"":""The method name of the method call.""},{""name"":""argumentTypes"",""type"":""String"",""displayName"":""Argument types"",""description"":""The argument types of the method call.""}]}]"
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindDeprecatedUses,"Find uses of deprecated classes, methods, and fields","Find deprecated uses of methods, fields, and types. Optionally ignore those classes that are inside deprecated scopes.",7,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""typePattern"",""type"":""String"",""displayName"":""Type pattern"",""description"":""A type pattern that is used to find deprecations from certain types."",""example"":""org.springframework..*""},{""name"":""matchInherited"",""type"":""Boolean"",""displayName"":""Match inherited"",""description"":""When enabled, find types that inherit from a deprecated type.""},{""name"":""ignoreDeprecatedScopes"",""type"":""Boolean"",""displayName"":""Ignore deprecated scopes"",""description"":""When a deprecated type is used in a deprecated method or class, ignore it.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindEmptyClasses,Find empty classes,Find empty classes without annotations that do not implement an interface or extend a class.,1,Search,Java,,Basic building blocks for transforming Java code.,,
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindEmptyMethods,Find methods with empty bodies,Find methods with empty bodies and single public no arg constructors.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindFields,Find fields,Find uses of a field.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""fullyQualifiedTypeName"",""type"":""String"",""displayName"":""Fully-qualified type name"",""description"":""A fully-qualified Java type name, that is used to find matching fields."",""example"":""com.fasterxml.jackson.core.json.JsonWriteFeature"",""required"":true},{""name"":""matchInherited"",""type"":""Boolean"",""displayName"":""Match inherited"",""description"":""When enabled, find types that inherit from a deprecated type.""},{""name"":""fieldName"",""type"":""String"",""displayName"":""Field name"",""description"":""The name of a field on the type."",""example"":""QUOTE_FIELD_NAMES"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindFieldsOfType,Find fields of type,Finds declared fields matching a particular class name.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""fullyQualifiedTypeName"",""type"":""String"",""displayName"":""Fully-qualified type name"",""description"":""A fully-qualified Java type name, that is used to find matching fields."",""example"":""org.slf4j.api.Logger"",""required"":true},{""name"":""matchInherited"",""type"":""Boolean"",""displayName"":""Match inherited"",""description"":""When enabled, find types that inherit from a deprecated type.""}]","[{""name"":""org.openrewrite.java.table.FieldsOfTypeUses"",""displayName"":""Fields of type uses"",""description"":""Information about fields that match a specific type."",""columns"":[{""name"":""sourceFile"",""type"":""String"",""displayName"":""Source file"",""description"":""The source file that contains the field declaration.""},{""name"":""fieldName"",""type"":""String"",""displayName"":""Field name"",""description"":""The name of the field.""},{""name"":""fieldType"",""type"":""String"",""displayName"":""Field type"",""description"":""The declared type of the field.""},{""name"":""concreteFieldType"",""type"":""String"",""displayName"":""Concrete field type"",""description"":""The concrete type of the field, which may be a subtype of a searched type.""},{""name"":""fieldModifiers"",""type"":""String"",""displayName"":""Field modifiers"",""description"":""The modifiers of the field.""},{""name"":""fieldDeclaration"",""type"":""String"",""displayName"":""Field declaration"",""description"":""The source code of the field declaration.""}]}]"
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindImplementations,Find implementing classes,"Find class declarations which implement the specified type. If the specified type is a class, its subclasses will be matched. If the specified type is an interface, classes which implement it will be matched.",1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""typeName"",""type"":""String"",""displayName"":""Type name"",""description"":""The fully qualified name to search for."",""example"":""org.openrewrite.Recipe"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindImports,Find source files with imports,"Locates source files that have imports matching the given type pattern, regardless of whether that import is used in the code.",1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""typePattern"",""type"":""String"",""displayName"":""Type pattern"",""description"":""A type pattern that is used to find matching field uses."",""example"":""org.springframework..*""},{""name"":""matchInherited"",""type"":""Boolean"",""displayName"":""Match inherited"",""description"":""When enabled, find types that inherit from a deprecated type.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindLiterals,Find literals,Find literals matching a pattern.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""pattern"",""type"":""String"",""displayName"":""Pattern"",""description"":""A regular expression pattern to match literals against."",""example"":""file://"",""required"":true}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindMethodDeclaration,Find method declaration,Locates the declaration of a method.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.util.List add(..)"",""required"":true},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern.""}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindMethods,Find method usages,Find method calls by pattern.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""methodPattern"",""type"":""String"",""displayName"":""Method pattern"",""description"":""A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results."",""example"":""java.util.List add(..)"",""required"":true},{""name"":""matchOverrides"",""type"":""Boolean"",""displayName"":""Match on overrides"",""description"":""When enabled, find methods that are overrides of the method pattern.""}]","[{""name"":""org.openrewrite.java.table.MethodCalls"",""displayName"":""Method calls"",""description"":""The text of matching method invocations."",""columns"":[{""name"":""sourceFile"",""type"":""String"",""displayName"":""Source file"",""description"":""The source file that the method call occurred in.""},{""name"":""method"",""type"":""String"",""displayName"":""Method call"",""description"":""The text of the method call.""},{""name"":""className"",""type"":""String"",""displayName"":""Class name"",""description"":""The class name of the method call.""},{""name"":""methodName"",""type"":""String"",""displayName"":""Method name"",""description"":""The method name of the method call.""},{""name"":""argumentTypes"",""type"":""String"",""displayName"":""Argument types"",""description"":""The argument types of the method call.""}]}]"
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindMissingTypes,Find missing type information on Java LSTs,This is a diagnostic recipe to highlight where LSTs are missing type attribution information.,1,Search,Java,,Basic building blocks for transforming Java code.,"[{""name"":""checkDocumentation"",""type"":""boolean"",""displayName"":""Check documentation"",""description"":""When set to `true` any references in documentation (i.e. Javadoc for Java) will also be checked. Default is `false`."",""value"":false}]",
maven,org.openrewrite:rewrite-java,org.openrewrite.java.search.FindRepeatableAnnotations,Find uses of `@Repeatable` annotations,Java 8 introduced the concept of `@Repeatable` annotations.,1,Search,Java,,Basic building blocks for transforming Java code.,,
