name,displayName,description,category1,category2,category3,category4,option1Name,option1DisplayName,option1Description,option2Name,option2DisplayName,option2Description,option3Name,option3DisplayName,option3Description,option4Name,option4DisplayName,option4Description,option5Name,option5DisplayName,option5Description,option6Name,option6DisplayName,option6Description,ecosystem,packageName,version
org.openrewrite.java.format.NormalizeFormat,Normalize format,Move whitespace to the outermost LST element possible.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.NormalizeLineBreaks,Normalize line breaks,Consistently use either Windows style (CRLF) or Linux style (LF) line breaks. If no `GeneralFormatStyle` is specified this will use whichever style of line endings are more common.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.NormalizeTabsOrSpaces,Normalize to tabs or spaces,Consistently use either tabs or spaces in indentation.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.PadEmptyForLoopComponents,Pad empty `for` loop components,Fixes padding on empty `for` loop iterators and initializers to match Checkstyle policies.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.RemoveTrailingWhitespace,Remove trailing whitespace,Remove any extra trailing whitespace from the end of each line.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.SingleLineComments,Single line comments begin with a whitespace,Write `// hi` instead of `//hi`.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.Spaces,Spaces,Format whitespace in Java code.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.TabsAndIndents,Tabs and indents,Format tabs and indents in Java code.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.TypecastParenPad,Typecast parentheses padding,"Fixes whitespace padding between a typecast type identifier and the enclosing left and right parenthesis. For example, when configured to remove spacing, `( int ) 0L;` becomes `(int) 0L;`.",Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.format.WrappingAndBraces,Wrapping and braces,Format line wraps and braces in Java code.,Format,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.DoesNotUseType,Check whether a type is **not** in use,Useful as a precondition to skip over compilation units using the argument type.,Search,Java,Openrewrite,Org,fullyQualifiedTypeName,Fully-qualified type name,"A fully-qualified type name, that is used to find matching type references. Supports glob expressions. `java..*` finds every type from every subpackage of the `java` package.",includeImplicit,Include implicit type references,"Whether to include implicit type references, such as those in method signatures.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindAnnotations,Find annotations,Find all annotations matching the annotation pattern.,Search,Java,Openrewrite,Org,annotationPattern,Annotation pattern,"An annotation pattern, expressed as a method pattern.",matchMetaAnnotations,Match on meta annotations,"When enabled, matches on meta annotations of the annotation pattern.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindClassHierarchy,Find class hierarchy,"Discovers all class declarations within a project, recording which files they appear in, their superclasses, and interfaces. That information is then recorded in a data table.",Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindComments,Find within comments and literals,"Find regular expression matches within comments and literals. ""Literals"" includes string literals, character literals, and numeric literals.",Search,Java,Openrewrite,Org,patterns,Text patterns,A list of regular expressions to search for.,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindCompileErrors,Find compile errors,Compile errors result in a particular LST structure that can be searched for.,Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindDeprecatedClasses,Find uses of deprecated classes,"Find uses of deprecated classes, optionally ignoring those classes that are inside deprecated scopes.",Search,Java,Openrewrite,Org,typePattern,Type pattern,A type pattern that is used to find matching classes.,matchInherited,Match inherited,"When enabled, find types that inherit from a deprecated type.",ignoreDeprecatedScopes,Ignore deprecated scopes,"When a deprecated type is used in a deprecated method or class, ignore it.",,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindDeprecatedFields,Find uses of deprecated fields,Find uses of deprecated fields in any API.,Search,Java,Openrewrite,Org,typePattern,Type pattern,A type pattern that is used to find matching field uses.,matchInherited,Match inherited,"When enabled, find types that inherit from a deprecated type.",ignoreDeprecatedScopes,Ignore deprecated scopes,"When a deprecated method is used in a deprecated method or class, ignore it.",,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindDeprecatedMethods,Find uses of deprecated methods,Find uses of deprecated methods in any API.,Search,Java,Openrewrite,Org,methodPattern,Method pattern,"A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results.",ignoreDeprecatedScopes,Ignore deprecated scopes,When set to `true` deprecated methods used within deprecated methods or classes will be ignored.,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindDeprecatedUses,"Find uses of deprecated classes, methods, and fields","Find deprecated uses of methods, fields, and types. Optionally ignore those classes that are inside deprecated scopes.",Search,Java,Openrewrite,Org,typePattern,Type pattern,A type pattern that is used to find deprecations from certain types.,matchInherited,Match inherited,"When enabled, find types that inherit from a deprecated type.",ignoreDeprecatedScopes,Ignore deprecated scopes,"When a deprecated type is used in a deprecated method or class, ignore it.",,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindEmptyClasses,Find empty classes,Find empty classes without annotations that do not implement an interface or extend a class.,Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindEmptyMethods,Find methods with empty bodies,Find methods with empty bodies and single public no arg constructors.,Search,Java,Openrewrite,Org,matchOverrides,Match on overrides,"When enabled, find methods that are overrides of the method pattern.",,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindFields,Find fields,Find uses of a field.,Search,Java,Openrewrite,Org,fullyQualifiedTypeName,Fully-qualified type name,"A fully-qualified Java type name, that is used to find matching fields.",matchInherited,Match inherited,"When enabled, find types that inherit from a deprecated type.",fieldName,Field name,The name of a field on the type.,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindFieldsOfType,Find fields of type,Finds declared fields matching a particular class name.,Search,Java,Openrewrite,Org,fullyQualifiedTypeName,Fully-qualified type name,"A fully-qualified Java type name, that is used to find matching fields.",matchInherited,Match inherited,"When enabled, find types that inherit from a deprecated type.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindImplementations,Find implementing classes,"Find class declarations which implement the specified type. If the specified type is a class, its subclasses will be matched. If the specified type is an interface, classes which implement it will be matched.",Search,Java,Openrewrite,Org,typeName,Type name,The fully qualified name to search for.,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindImports,Find source files with imports,"Locates source files that have imports matching the given type pattern, regardless of whether that import is used in the code.",Search,Java,Openrewrite,Org,typePattern,Type pattern,A type pattern that is used to find matching field uses.,matchInherited,Match inherited,"When enabled, find types that inherit from a deprecated type.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindLiterals,Find literals,Find literals matching a pattern.,Search,Java,Openrewrite,Org,pattern,Pattern,A regular expression pattern to match literals against.,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindMethodDeclaration,Find method declaration,Locates the declaration of a method.,Search,Java,Openrewrite,Org,methodPattern,Method pattern,"A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results.",matchOverrides,Match on overrides,"When enabled, find methods that are overrides of the method pattern.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindMethods,Find method usages,Find method calls by pattern.,Search,Java,Openrewrite,Org,methodPattern,Method pattern,"A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results.",matchOverrides,Match on overrides,"When enabled, find methods that are overrides of the method pattern.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindMissingTypes,Find missing type information on Java LSTs,This is a diagnostic recipe to highlight where LSTs are missing type attribution information.,Search,Java,Openrewrite,Org,checkDocumentation,Check documentation,When set to `true` any references in documentation (i.e. Javadoc for Java) will also be checked. Default is `false`.,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindRepeatableAnnotations,Find uses of `@Repeatable` annotations,Java 8 introduced the concept of `@Repeatable` annotations.,Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindTypes,Find types,Find type references by name.,Search,Java,Openrewrite,Org,fullyQualifiedTypeName,Fully-qualified type name,"A fully-qualified type name, that is used to find matching type references. Supports glob expressions. `java..*` finds every type from every subpackage of the `java` package.",checkAssignability,Check for assignability,"When enabled, find type references that are assignable to the provided type.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.HasBuildToolVersion,Find files with a particular build tool version,Finds Java source files built with a particular build tool. This is useful especially as a precondition for other recipes.,Search,Java,Openrewrite,Org,type,Build tool type,The build tool to search for.,version,Build tool version,An exact version number or node-style semver selector used to select the version number.,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.HasJavaVersion,Find files compiled at a specific Java version,Finds Java source files matching a particular language level. This is useful especially as a precondition for other recipes.,Search,Java,Openrewrite,Org,version,Java version,An exact version number or node-style semver selector used to select the version number.,checkTargetCompatibility,Version check against target compatibility,The source and target compatibility versions can be different. This option allows you to check against the target compatibility version instead of the source compatibility version.,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.HasMethod,Find files that have at least one use of a method,Marks files that have at least one occurrence of a method matching a pattern.,Search,Java,Openrewrite,Org,methodPattern,Method pattern,"A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results.",matchOverrides,Match on overrides,"When enabled, find methods that are overrides of the method pattern.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.HasSourceSet,Find files in a source set,"Source sets are a way to organize your source code into logical groups. For example, Java projects commonly have a `main` source set for application code and a `test` source set for test code. This recipe will find all files in a given source set.",Search,Java,Openrewrite,Org,sourceSet,Source set,The source set to search for.,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.HasType,Find files that have at least one use of a type,"Marks files that have at least one occurrence of a type, even if the name of that type doesn't appear in the source code.",Search,Java,Openrewrite,Org,fullyQualifiedTypeName,Fully-qualified type name,"A fully-qualified type name, that is used to find matching type references. Supports glob expressions. `java..*` finds every type from every subpackage of the `java` package.",checkAssignability,Check for assignability,"When enabled, find type references that are assignable to the provided type.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.IsLikelyNotTest,Find files that are likely not tests,"Sources that do not contain indicators of being, or being exclusively for the use in tests. This recipe is simply a negation of the `org.openrewrite.java.search.IsLikelyTest` recipe.",Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.IsLikelyTest,Find sources that are likely tests,"Sources that contain indicators of being, or being exclusively for the use in tests. This recipe is not exhaustive, but is intended to be a good starting point for finding test sources. Looks at the source set name, and types in use; for example looks for uses of JUnit & TestNG annotations/assertions.",Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.ResultOfMethodCallIgnored,Result of method call ignored,Find locations where the result of the method call is being ignored.,Search,Java,Openrewrite,Org,methodPattern,Method pattern,"A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results.",matchOverrides,Match on overrides,"When enabled, find methods that are overrides of the method pattern.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.ClasspathTypeCounts,Study the size of the classpath by source set,"Emit one data table row per source set in a project, with the number of types in the source set.",Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindDistinctMethods,Find distinct methods in use,"A sample of every distinct method in use in a repository. The code sample in the method calls data table will be a representative use of the method, though there may be many other such uses of the method.",Search,Java,Openrewrite,Org,methodPattern,Method pattern,"A [method pattern](https://docs.openrewrite.org/reference/method-patterns) is used to find matching method invocations. For example, to find all method invocations in the Guava library, use the pattern: `com.google.common..*#*(..)`.<br/><br/>The pattern format is `<PACKAGE>#<METHOD_NAME>(<ARGS>)`. <br/><br/>`..*` includes all subpackages of `com.google.common`. <br/>`*(..)` matches any method name with any number of arguments. <br/><br/>For more specific queries, like Guava's `ImmutableMap`, use `com.google.common.collect.ImmutableMap#*(..)` to narrow down the results.",matchOverrides,Match on overrides,"When enabled, find methods that are overrides of the method pattern.",,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindTypeMappings,Find type mappings,Study the frequency of `J` types and their `JavaType` type attribution.,Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.HasMinimumJavaVersion,Find the oldest Java version in use,"The oldest Java version in use is the lowest Java version in use in any source set of any subproject of a repository. It is possible that, for example, the main source set of a project uses Java 8, but a test source set uses Java 17. In this case, the oldest Java version in use is Java 8.",Search,Java,Openrewrite,Org,version,Java version,An exact version number or node-style semver selector used to select the version number.,checkTargetCompatibility,Version check against target compatibility,The source and target compatibility versions can be different. This option allows you to check against the target compatibility version instead of the source compatibility version.,,,,,,,,,,,,,maven,org.openrewrite:rewrite-core,8.64.0-SNAPSHOT
org.openrewrite.java.search.FindSecrets,Find plain text secrets,Find secrets stored in plain text in code.,Search,Java,Openrewrite,Org,,,,,,,,,,,,,,,,,,,yaml,maven-rewrite-yaml:org.openrewrite:rewrite-core:8.64.0-SNAPSHOT!/META-INF/rewrite/find-plaintext-secrets.yml,8.64.0-SNAPSHOT
